PSRAID,COUNTRY,Q145,Q146,Q70,Q74
137338,Tanzania,Male,51,No, 
137339,Tanzania,Female,43,No, 
137340,Tanzania,Male,26,No, 
137341,Tanzania,Female,29,No, 
137342,Tanzania,Female,38,No, 
137343,Tanzania,Male,48,No, 
137344,Tanzania,Male,58,No, 
137345,Tanzania,Female,18,No, 
137346,Tanzania,Male,34,No, 
137347,Tanzania,Male,32,No, 
137348,Tanzania,Female,35,No, 
137349,Tanzania,Male,69,No, 
137350,Tanzania,Female,52,No, 
137351,Tanzania,Male,47,No, 
137352,Tanzania,Male,25,No, 
137353,Tanzania,Female,28,No, 
137354,Tanzania,Male,20,No, 
137355,Tanzania,Female,19,No, 
137356,Tanzania,Male,38,No, 
137357,Tanzania,Female,25,No, 
137358,Tanzania,Male,30,No, 
137359,Tanzania,Female,38,Yes,Yes
137360,Tanzania,Female,68,No, 
137361,Tanzania,Female,28,Yes,Yes
137362,Tanzania,Male,56,No, 
137363,Tanzania,Male,36,Yes,Yes
137364,Tanzania,Male,19,No, 
137365,Tanzania,Female,48,Yes,Yes
137366,Tanzania,Male,42,Yes,Yes
137367,Tanzania,Female,21,No, 
137368,Tanzania,Male,27,Yes,Yes
137369,Tanzania,Male,81,No, 
137370,Tanzania,Female,56,No, 
137371,Tanzania,Female,20,No, 
137372,Tanzania,Female,19,No, 
137373,Tanzania,Female,40,No, 
137374,Tanzania,Male,36,No, 
137375,Tanzania,Male,33,No, 
137376,Tanzania,Male,20,No, 
137377,Tanzania,Male,36,No, 
137378,Tanzania,Female,25,Yes,Yes
137379,Tanzania,Female,49,No, 
137380,Tanzania,Male,32,Yes,Yes
137381,Tanzania,Male,18,No, 
137382,Tanzania,Male,19,Yes,Yes
137383,Tanzania,Female,54,No, 
137384,Tanzania,Female,22,No, 
137385,Tanzania,Female,33,No, 
137386,Tanzania,Male,28,No, 
137387,Tanzania,Male,50,No, 
137388,Tanzania,Female,22,No, 
137389,Tanzania,Male,65,No, 
137390,Tanzania,Female,52,No, 
137391,Tanzania,Female,38,No, 
137392,Tanzania,Female,25,No, 
137393,Tanzania,Female,43,No, 
137394,Tanzania,Male,32,Yes,Yes
137395,Tanzania,Female,71,No, 
137396,Tanzania,Female,31,No, 
137397,Tanzania,Female,50,No, 
137398,Tanzania,Male,65,No, 
137399,Tanzania,Male,33,No, 
137400,Tanzania,Female,20,No, 
137401,Tanzania,Female,19,No, 
137402,Tanzania,Female,34,No, 
137403,Tanzania,Female,27,No, 
137404,Tanzania,Female,52,No, 
137405,Tanzania,Male,35,No, 
137406,Tanzania,Male,38,No, 
137407,Tanzania,Male,24,Yes,Yes
137408,Tanzania,Female,26,No, 
137409,Tanzania,Male,23,No, 
137410,Tanzania,Female,49,No, 
137411,Tanzania,Female,39,No, 
137412,Tanzania,Male,69,No, 
137413,Tanzania,Female,43,No, 
137414,Tanzania,Male,22,Yes,Yes
137415,Tanzania,Female,35,No, 
137416,Tanzania,Female,51,No, 
137417,Tanzania,Male,33,No, 
137418,Tanzania,Male,25,Yes,Yes
137419,Tanzania,Female,32,No, 
137420,Tanzania,Female,36,Yes,No
137421,Tanzania,Male,45,No, 
137422,Tanzania,Male,26,Yes,Yes
137423,Tanzania,Male,24,No, 
137424,Tanzania,Male,19,No, 
137425,Tanzania,Female,29,No, 
137426,Tanzania,Female,22,No, 
137427,Tanzania,Female,32,No, 
137428,Tanzania,Male,30,No, 
137429,Tanzania,Female,18,No, 
137430,Tanzania,Female,Don't know,No, 
137431,Tanzania,Female,23,No, 
137432,Tanzania,Male,42,No, 
137433,Tanzania,Female,40,No, 
137434,Tanzania,Female,19,No, 
137435,Tanzania,Male,22,Yes,Yes
137436,Tanzania,Male,53,No, 
137437,Tanzania,Female,49,No, 
137438,Tanzania,Female,24,Yes,Yes
137439,Tanzania,Male,65,No, 
137440,Tanzania,Female,30,No, 
137441,Tanzania,Male,22,Yes,Yes
137442,Tanzania,Male,42,No, 
137443,Tanzania,Male,36,No, 
137444,Tanzania,Female,32,No, 
137445,Tanzania,Female,61,No, 
137446,Tanzania,Male,42,No, 
137447,Tanzania,Male,26,No, 
137448,Tanzania,Female,21,No, 
137449,Tanzania,Female,26,Yes,No
137450,Tanzania,Male,70,No, 
137451,Tanzania,Female,60,No, 
137452,Tanzania,Male,29,Yes,Yes
137453,Tanzania,Female,22,No, 
137454,Tanzania,Female,23,No, 
137455,Tanzania,Male,37,Yes,No
137456,Tanzania,Male,22,No, 
137457,Tanzania,Female,18,No, 
137458,Tanzania,Female,20,No, 
137459,Tanzania,Male,39,Yes,Yes
137460,Tanzania,Female,30,No, 
137461,Tanzania,Male,18,No, 
137462,Tanzania,Male,22,Yes,Yes
137463,Tanzania,Male,18,Yes,Yes
137464,Tanzania,Female,19,No, 
137465,Tanzania,Male,21,No, 
137466,Tanzania,Male,19,Yes,Yes
137467,Tanzania,Female,24,No, 
137468,Tanzania,Female,24,No, 
137469,Tanzania,Female,26,No, 
137470,Tanzania,Female,21,No, 
137471,Tanzania,Female,20,No, 
137472,Tanzania,Male,23,No, 
137473,Tanzania,Male,43,Yes,No
137474,Tanzania,Male,22,Yes,Yes
137475,Tanzania,Male,32,Yes,Yes
137476,Tanzania,Female,50,No, 
137477,Tanzania,Female,40,No, 
137478,Tanzania,Male,23,Yes,Yes
137479,Tanzania,Male,35,Yes,Yes
137480,Tanzania,Male,19,No, 
137481,Tanzania,Male,60,No, 
137482,Tanzania,Female,25,No, 
137483,Tanzania,Female,34,No, 
137484,Tanzania,Male,22,No, 
137485,Tanzania,Male,25,No, 
137486,Tanzania,Female,48,No, 
137487,Tanzania,Female,58,No, 
137488,Tanzania,Female,36,No, 
137489,Tanzania,Female,47,No, 
137490,Tanzania,Female,18,No, 
137491,Tanzania,Female,25,No, 
137492,Tanzania,Male,38,No, 
137493,Tanzania,Male,29,Yes,No
137494,Tanzania,Male,37,No, 
137495,Tanzania,Female,18,No, 
137496,Tanzania,Male,39,No, 
137497,Tanzania,Male,44,No, 
137498,Tanzania,Male,52,No, 
137499,Tanzania,Female,28,No, 
137500,Tanzania,Male,38,No, 
137501,Tanzania,Male,26,Yes,Yes
137502,Tanzania,Male,26,Yes,No
137503,Tanzania,Female,53,No, 
137504,Tanzania,Male,28,No, 
137505,Tanzania,Female,19,Yes,Yes
137506,Tanzania,Male,34,No, 
137507,Tanzania,Female,32,Yes,Yes
137508,Tanzania,Male,49,No,No
137509,Tanzania,Female,18,No, 
137510,Tanzania,Male,32,No, 
137511,Tanzania,Female,35,No, 
137512,Tanzania,Male,30,No, 
137513,Tanzania,Male,23,No, 
137514,Tanzania,Female,52,No, 
137515,Tanzania,Female,21,No, 
137516,Tanzania,Female,23,No, 
137517,Tanzania,Female,28,No, 
137518,Tanzania,Male,36,No, 
137519,Tanzania,Male,60,No, 
137520,Tanzania,Male,26,Yes,Yes
137521,Tanzania,Male,41,No, 
137522,Tanzania,Male,39,No, 
137523,Tanzania,Female,28,No, 
137524,Tanzania,Male,23,No, 
137525,Tanzania,Female,18,No, 
137526,Tanzania,Female,58,No, 
137527,Tanzania,Male,20,No, 
137528,Tanzania,Male,26,No, 
137529,Tanzania,Female,41,No, 
137530,Tanzania,Male,31,Yes,Yes
137531,Tanzania,Male,28,Yes,No
137532,Tanzania,Female,50,No, 
137533,Tanzania,Male,43,No, 
137534,Tanzania,Male,21,Yes,Yes
137535,Tanzania,Female,28,No, 
137536,Tanzania,Male,35,No, 
137537,Tanzania,Male,26,No, 
137538,Tanzania,Female,26,Yes,Yes
137539,Tanzania,Female,35,No, 
137540,Canada,Male,57,Yes,Yes
137541,Canada,Male,83,Yes,No
137542,Canada,Female,77,No, 
137543,Canada,Male,30,Yes,Yes
137544,Canada,Female,65,Yes,Yes
137545,Canada,Female,31,Yes,Yes
137546,Canada,Female,82,Yes,Yes
137547,Canada,Male,68,Yes,Yes
137548,Canada,Female,40,Yes,No
137549,Canada,Female,22,Yes,Yes
137550,Canada,Female,52,Yes,Yes
137551,Canada,Female,71,No, 
137552,Canada,Female,70,Yes,Yes
137553,Canada,Male,67,Yes,Yes
137554,Canada,Female,54,Yes,Yes
137555,Canada,Male,69,Yes,No
137556,Canada,Female,87,Yes,No
137557,Canada,Female,68,Yes,Yes
137558,Canada,Male,41,Yes,Yes
137559,Canada,Female,42,Yes,Yes
137560,Canada,Female,55,Yes,No
137561,Canada,Female,90,No, 
137562,Canada,Male,66,Yes,Yes
137563,Canada,Male,65,No, 
137564,Canada,Male,69,Yes,No
137565,Canada,Female,Refused,Yes,Yes
137566,Canada,Male,85,Yes,No
137567,Canada,Male,67,Yes,Yes
137568,Canada,Female,88,No, 
137569,Canada,Female,45,Yes,Yes
137570,Canada,Male,56,Yes,No
137571,Canada,Female,56,Yes,Yes
137572,Canada,Male,60,No,No
137573,Canada,Female,77,Yes,Yes
137574,Canada,Male,Refused,Yes,No
137575,Canada,Female,77,Yes,No
137576,Canada,Male,42,Yes,No
137577,Canada,Female,72,No, 
137578,Canada,Female,62,Yes,No
137579,Canada,Male,31,Yes,Yes
137580,Canada,Female,72,Yes,No
137581,Canada,Female,72,Yes,Yes
137582,Canada,Female,64,Yes,Yes
137583,Canada,Female,66,Yes,No
137584,Canada,Female,73,No, 
137585,Canada,Female,67,Yes,Yes
137586,Canada,Female,60,Yes,No
137587,Canada,Female,78,Yes,Yes
137588,Canada,Female,52,Yes,Yes
137589,Canada,Female,Refused,Yes,Yes
137590,Canada,Female,76,No, 
137591,Canada,Female,63,Yes,Yes
137592,Canada,Male,71,Yes,Yes
137593,Canada,Female,50,Yes,Yes
137594,Canada,Male,50,Yes,Yes
137595,Canada,Male,83,No, 
137596,Canada,Female,51,Yes,Yes
137597,Canada,Male,41,Yes,Yes
137598,Canada,Female,85,Yes,Yes
137599,Canada,Female,37,Yes,Yes
137600,Canada,Male,48,Yes,No
137601,Canada,Male,61,Yes,Yes
137602,Canada,Female,30,Yes,Yes
137603,Canada,Female,84,Don’t know, 
137604,Canada,Male,76,Yes,No
137605,Canada,Female,93,No, 
137606,Canada,Male,36,Yes,Yes
137607,Canada,Female,83,No, 
137608,Canada,Male,66,Yes,No
137609,Canada,Female,74,Yes,No
137610,Canada,Male,72,Yes,Yes
137611,Canada,Male,73,Yes,Yes
137612,Canada,Female,51,Yes,Yes
137613,Canada,Female,79,Yes,No
137614,Canada,Female,59,Yes,No
137615,Canada,Male,76,No,No
137616,Canada,Male,74,Yes,No
137617,Canada,Male,53,Yes,No
137618,Canada,Female,75,No, 
137619,Canada,Female,41,Yes,Yes
137620,Canada,Male,57,Yes,No
137621,Canada,Female,78,Yes,No
137622,Canada,Male,31,Yes,Yes
137623,Canada,Female,80,Yes,No
137624,Canada,Male,59,Yes,No
137625,Canada,Female,69,Yes,Yes
137626,Canada,Male,55,Yes,No
137627,Canada,Female,68,Yes,Yes
137628,Canada,Female,81,Yes,No
137629,Canada,Female,70,Yes,Yes
137630,Canada,Female,62,Yes,Yes
137631,Canada,Male,70,Yes,Yes
137632,Canada,Male,62,Yes,No
137633,Canada,Female,76,Yes,No
137634,Canada,Female,Refused,Yes,No
137635,Canada,Female,79,Yes,No
137636,Canada,Female,81,Yes,No
137637,Canada,Male,68,Yes,No
137638,Canada,Female,86,No, 
137639,Canada,Male,90,Yes,No
137640,Canada,Male,69,No, 
137641,Canada,Male,82,Yes,No
137642,Canada,Male,55,Yes,Yes
137643,Canada,Female,63,Yes,Yes
137644,Canada,Female,92,No, 
137645,Canada,Female,34,Yes,Yes
137646,Canada,Female,73,Yes,No
137647,Canada,Female,76,No, 
137648,Canada,Male,62,Yes,No
137649,Canada,Male,44,Yes,No
137650,Canada,Male,70,Yes,Yes
137651,Canada,Female,55,Yes,Yes
137652,Canada,Female,19,Yes,Yes
137653,Canada,Female,58,Yes,No
137654,Canada,Male,53,Yes,Yes
137655,Canada,Female,55,Yes,Yes
137656,Canada,Male,59,Yes,Yes
137657,Canada,Female,44,Yes,Yes
137658,Canada,Male,75,Yes,No
137659,Canada,Female,53,Yes,Yes
137660,Canada,Male,30,Yes,Yes
137661,Canada,Female,74,Yes,No
137662,Canada,Female,53,Yes,Yes
137663,Canada,Male,68,No, 
137664,Canada,Male,60,Yes,Yes
137665,Canada,Female,53,Yes,Yes
137666,Canada,Male,67,No, 
137667,Canada,Male,76,Yes,No
137668,Canada,Male,Refused,Yes,No
137669,Canada,Female,79,No, 
137670,Canada,Male,51,Yes,No
137671,Canada,Male,65,No, 
137672,Canada,Male,60,Yes,Yes
137673,Canada,Male,71,Yes,Yes
137674,Canada,Female,74,Yes,No
137675,Canada,Male,71,Yes,No
137676,Canada,Female,26,Yes,Yes
137677,Canada,Female,69,Yes,No
137678,Canada,Male,47,Yes,No
137679,Canada,Male,77,Yes,No
137680,Canada,Female,54,Yes,Yes
137681,Canada,Female,45,Yes,Yes
137682,Canada,Male,79,No, 
137683,Canada,Female,72,No, 
137684,Canada,Female,63,Yes,Yes
137685,Canada,Female,39,Yes,No
137686,Canada,Male,19,Yes,Yes
137687,Canada,Female,62,Yes,Yes
137688,Canada,Female,91,Yes,No
137689,Canada,Male,74,Yes,Yes
137690,Canada,Female,54,Yes,Yes
137691,Canada,Male,50,Yes,Yes
137692,Canada,Female,83,Yes,Yes
137693,Canada,Female,71,Yes,No
137694,Canada,Female,68,Yes,Yes
137695,Canada,Female,66,Yes,Yes
137696,Canada,Female,76,Yes,Yes
137697,Canada,Male,61,Yes,No
137698,Canada,Male,78,Yes,Yes
137699,Canada,Male,56,Yes,Yes
137700,Canada,Male,67,Yes,No
137701,Canada,Male,73,No, 
137702,Canada,Female,54,Yes,No
137703,Canada,Female,60,Yes,Yes
137704,Canada,Female,74,Yes,Yes
137705,Canada,Male,62,Yes,Yes
137706,Canada,Female,66,Yes,Yes
137707,Canada,Male,Refused,Yes,No
137708,Canada,Male,63,No, 
137709,Canada,Female,50,Yes,Yes
137710,Canada,Male,74,Yes,No
137711,Canada,Male,92,Yes,Yes
137712,Canada,Female,59,Yes,Yes
137713,Canada,Female,70,Yes,Yes
137714,Canada,Male,53,Yes,No
137715,Canada,Female,68,Yes,Yes
137716,Canada,Female,58,Yes,Yes
137717,Canada,Male,42,Yes,Yes
137718,Canada,Female,55,Yes,Yes
137719,Canada,Male,64,Yes,No
137720,Canada,Female,20,Yes,Yes
137721,Canada,Male,69,Yes,Yes
137722,Canada,Female,38,Yes,Yes
137723,Canada,Female,78,Yes,Yes
137724,Canada,Female,76,No, 
137725,Canada,Female,77,Yes,No
137726,Canada,Female,42,Yes,Yes
137727,Canada,Male,48,Yes,No
137728,Canada,Female,60,Yes,Yes
137729,Canada,Female,69,No, 
137730,Canada,Female,50,Yes,Yes
137731,Canada,Female,47,Yes,Yes
137732,Canada,Male,66,Yes,No
137733,Canada,Female,52,Yes,Yes
137734,Canada,Female,56,Yes,No
137735,Canada,Female,75,No,No
137736,Canada,Male,57,Yes,Yes
137737,Canada,Male,45,Yes,Yes
137738,Canada,Male,69,Yes,Yes
137739,Canada,Male,69,Yes,No
137740,Canada,Female,56,Yes,No
137741,Canada,Male,48,Yes,Yes
137742,Canada,Female,67,Yes,Yes
137743,Canada,Female,87,No, 
137744,Canada,Female,55,Yes,Yes
137745,Canada,Male,57,Yes,Yes
137746,Canada,Female,46,Yes,Yes
137747,Canada,Male,23,Yes,Yes
137748,Canada,Male,23,Yes,Yes
137749,Canada,Female,63,No, 
137750,Canada,Female,28,Yes,Yes
137751,Canada,Male,64,Yes,Yes
137752,Canada,Male,55,Yes,No
137753,Canada,Female,44,Yes,No
137754,Canada,Female,66,No, 
137755,Canada,Female,67,Yes,No
137756,Canada,Female,62,Yes,Yes
137757,Canada,Female,47,Yes,No
137758,Canada,Female,22,Yes,Yes
137759,Canada,Male,33,Yes,Yes
137760,Canada,Female,60,Yes,No
137761,Canada,Male,41,Yes,Yes
137762,Canada,Female,50,Yes,No
137763,Canada,Male,Refused,No, 
137764,Canada,Male,48,Yes,Yes
137765,Canada,Male,24,Yes,Yes
137766,Canada,Male,53,Yes,No
137767,Canada,Female,66,Yes,No
137768,Canada,Female,37,Yes,Yes
137769,Canada,Female,46,Yes,No
137770,Canada,Female,73,Yes,Yes
137771,Canada,Female,63,No, 
137772,Canada,Male,22,Yes,Yes
137773,Canada,Male,25,Yes,Yes
137774,Canada,Female,18,Yes,Yes
137775,Canada,Male,52,Yes,Yes
137776,Canada,Female,62,Yes,No
137777,Canada,Female,33,Yes,Yes
137778,Canada,Female,37,Yes,Yes
137779,Canada,Female,18,Yes,Yes
137780,Canada,Female,66,Yes,Yes
137781,Canada,Male,74,Yes,No
137782,Canada,Male,20,Yes,Yes
137783,Canada,Male,47,Yes,Yes
137784,Canada,Female,55,Yes,Yes
137785,Canada,Male,47,Yes,Yes
137786,Canada,Female,54,Yes,Yes
137787,Canada,Male,50,Yes,Yes
137788,Canada,Male,28,Yes,No
137789,Canada,Female,70,Yes,Yes
137790,Canada,Female,38,Yes,No
137791,Canada,Male,24,Yes,Yes
137792,Canada,Male,31,Yes,Don’t know
137793,Canada,Male,22,Yes,Yes
137794,Canada,Female,54,Yes,Yes
137795,Canada,Male,42,No, 
137796,Canada,Female,57,Yes,Yes
137797,Canada,Female,65,Yes,No
137798,Canada,Male,31,Yes,Yes
137799,Canada,Male,41,Yes,Yes
137800,Canada,Female,37,Yes,Yes
137801,Canada,Male,42,Yes,Yes
137802,Canada,Male,45,Yes,Yes
137803,Canada,Female,37,Yes,Yes
137804,Canada,Male,49,Yes,No
137805,Canada,Male,50,Yes,Yes
137806,Canada,Female,18,Yes,No
137807,Canada,Female,57,No, 
137808,Canada,Female,64,Yes,Yes
137809,Canada,Female,74,Yes,No
137810,Canada,Male,18,Yes,Yes
137811,Canada,Female,36,Yes,Yes
137812,Canada,Female,64,Yes,Yes
137813,Canada,Male,56,Yes,Yes
137814,Canada,Male,66,Yes,No
137815,Canada,Male,57,Yes,Yes
137816,Canada,Male,23,Yes,Yes
137817,Canada,Male,60,No, 
137818,Canada,Female,38,Yes,Yes
137819,Canada,Male,38,Yes,Yes
137820,Canada,Female,35,Yes,Yes
137821,Canada,Female,28,Yes,Yes
137822,Canada,Male,47,Yes,No
137823,Canada,Female,19,Yes,Yes
137824,Canada,Female,64,Yes,No
137825,Canada,Male,54,Yes,No
137826,Canada,Male,78,Yes,No
137827,Canada,Male,36,Yes,No
137828,Canada,Female,50,Yes,Yes
137829,Canada,Female,27,Yes,Yes
137830,Canada,Male,33,Yes,Yes
137831,Canada,Male,51,Yes,No
137832,Canada,Male,35,Yes,Yes
137833,Canada,Male,56,Yes,Yes
137834,Canada,Male,27,Yes,Yes
137835,Canada,Female,29,Yes,Yes
137836,Canada,Male,57,Yes,No
137837,Canada,Female,31,Yes,Yes
137838,Canada,Male,38,Yes,No
137839,Canada,Female,19,Yes,Yes
137840,Canada,Male,67,No, 
137841,Canada,Male,56,Yes,No
137842,Canada,Male,58,Yes,Yes
137843,Canada,Female,46,Yes,Yes
137844,Canada,Female,27,Yes,Yes
137845,Canada,Female,69,Yes,No
137846,Canada,Male,Refused,Yes,No
137847,Canada,Female,46,Yes,Yes
137848,Canada,Female,62,Yes,Yes
137849,Canada,Male,40,Yes,Yes
137850,Canada,Female,59,Yes,Yes
137851,Canada,Female,42,Yes,Yes
137852,Canada,Female,29,Yes,Yes
137853,Canada,Female,56,Yes,Yes
137854,Canada,Male,45,Yes,Yes
137855,Canada,Female,66,Yes,No
137856,Canada,Male,45,No, 
137857,Canada,Female,69,Yes,Yes
137858,Canada,Male,20,Yes,Yes
137859,Canada,Male,72,Yes,Yes
137860,Canada,Female,Refused,Yes,Yes
137861,Canada,Female,63,Yes,Yes
137862,Canada,Female,67,Yes,No
137863,Canada,Male,67,Yes,Yes
137864,Canada,Male,62,Yes,Yes
137865,Canada,Female,93,No, 
137866,Canada,Female,28,Yes,No
137867,Canada,Male,53,Yes,No
137868,Canada,Female,87,No, 
137869,Canada,Male,55,Yes,Yes
137870,Canada,Female,79,No, 
137871,Canada,Female,57,Yes,Yes
137872,Canada,Female,32,Yes,Yes
137873,Canada,Male,64,Yes,Yes
137874,Canada,Female,80,Yes,No
137875,Canada,Male,55,Yes,No
137876,Canada,Female,35,Yes,Yes
137877,Canada,Female,61,Yes,Yes
137878,Canada,Female,88,No, 
137879,Canada,Female,22,Yes,Yes
137880,Canada,Female,70,Yes,Yes
137881,Canada,Male,80,Yes,No
137882,Canada,Female,58,Yes,Yes
137883,Canada,Female,46,Yes,Yes
137884,Canada,Male,49,No, 
137885,Canada,Female,35,Yes,Yes
137886,Canada,Male,19,Yes,No
137887,Canada,Female,86,Yes,No
137888,Canada,Male,56,No, 
137889,Canada,Male,66,Yes,No
137890,Canada,Male,59,Yes,Yes
137891,Canada,Female,69,Yes,No
137892,Canada,Male,66,Yes,No
137893,Canada,Female,54,Yes,No
137894,Canada,Male,25,Yes,No
137895,Canada,Female,58,Yes,Yes
137896,Canada,Female,81,Yes,Yes
137897,Canada,Male,57,Yes,Yes
137898,Canada,Male,66,Yes,No
137899,Canada,Female,60,Yes,Yes
137900,Canada,Male,77,Yes,Yes
137901,Canada,Male,59,Yes,No
137902,Canada,Male,73,Yes,No
137903,Canada,Male,Refused,Yes,Yes
137904,Canada,Male,79,Yes,Yes
137905,Canada,Female,46,Yes,Yes
137906,Canada,Male,88,Yes,No
137907,Canada,Male,30,Yes,Yes
137908,Canada,Male,68,Yes,No
137909,Canada,Female,68,No, 
137910,Canada,Male,47,Yes,No
137911,Canada,Female,62,Yes,No
137912,Canada,Female,93,No, 
137913,Canada,Male,61,Yes,No
137914,Canada,Male,65,No, 
137915,Canada,Male,35,Yes,Yes
137916,Canada,Male,37,Yes,Yes
137917,Canada,Female,68,Yes,No
137918,Canada,Male,24,Yes,Yes
137919,Canada,Male,32,Yes,Yes
137920,Canada,Male,61,Yes,No
137921,Canada,Male,36,Yes,Yes
137922,Canada,Female,84,Yes,Yes
137923,Canada,Female,65,Yes,No
137924,Canada,Female,52,Yes,No
137925,Canada,Female,31,Yes,Yes
137926,Canada,Male,68,Yes,No
137927,Canada,Male,25,Yes,Yes
137928,Canada,Female,61,Yes,Yes
137929,Canada,Male,20,Yes,Yes
137930,Canada,Male,52,Yes,No
137931,Canada,Male,41,Yes,Yes
137932,Canada,Female,35,Yes,Yes
137933,Canada,Male,52,Yes,Yes
137934,Canada,Male,33,Yes,Yes
137935,Canada,Male,35,Yes,Yes
137936,Canada,Male,59,Yes,No
137937,Canada,Female,48,Yes,Yes
137938,Canada,Female,44,Yes,Yes
137939,Canada,Female,44,Yes,Yes
137940,Canada,Male,60,Yes,No
137941,Canada,Male,22,Yes,Yes
137942,Canada,Female,37,Yes,Yes
137943,Canada,Male,89,No, 
137944,Canada,Male,71,Yes,Yes
137945,Canada,Male,23,Yes,Yes
137946,Canada,Female,73,No, 
137947,Canada,Female,64,Yes,No
137948,Canada,Female,71,Yes,No
137949,Canada,Male,57,Yes,Yes
137950,Canada,Male,85,No, 
137951,Canada,Male,62,Yes,No
137952,Canada,Female,22,Yes,Yes
137953,Canada,Male,65,Yes,Yes
137954,Canada,Male,51,Yes,Yes
137955,Canada,Male,65,Yes,No
137956,Canada,Female,71,Yes,Yes
137957,Canada,Female,73,No, 
137958,Canada,Female,64,Yes,No
137959,Canada,Female,65,Yes,Yes
137960,Canada,Female,56,Yes,Yes
137961,Canada,Female,25,Yes,Yes
137962,Canada,Male,56,Yes,Yes
137963,Canada,Male,84,No, 
137964,Canada,Male,80,Yes,No
137965,Canada,Male,38,Yes,Yes
137966,Canada,Male,69,Yes,No
137967,Canada,Female,62,No, 
137968,Canada,Male,31,Yes,Yes
137969,Canada,Female,88,No, 
137970,Canada,Female,64,Yes,Yes
137971,Canada,Male,51,Yes,No
137972,Canada,Male,71,Yes,No
137973,Canada,Male,31,Yes,Yes
137974,Canada,Male,59,Yes,Yes
137975,Canada,Male,67,Yes,No
137976,Canada,Female,67,Yes,No
137977,Canada,Female,79,Yes,No
137978,Canada,Female,54,Yes,Yes
137979,Canada,Male,86,Yes,Yes
137980,Canada,Female,81,Yes,Yes
137981,Canada,Female,60,Yes,Yes
137982,Canada,Female,73,Yes,No
137983,Canada,Male,29,Yes,Yes
137984,Canada,Male,71,Yes,No
137985,Canada,Male,25,Yes,Don’t know
137986,Canada,Female,57,Yes,No
137987,Canada,Male,35,Yes,Yes
137988,Canada,Female,68,Yes,Yes
137989,Canada,Male,55,Yes,No
137990,Canada,Female,61,Yes,Yes
137991,Canada,Male,61,Yes,Yes
137992,Canada,Female,18,Yes,Yes
137993,Canada,Male,52,Yes,No
137994,Canada,Male,40,Yes,Yes
137995,Canada,Female,60,Yes,Yes
137996,Canada,Female,70,Yes,Yes
137997,Canada,Male,52,Yes,Yes
137998,Canada,Female,67,Yes,No
137999,Canada,Female,76,Yes,Yes
138000,Canada,Female,39,Yes,Yes
138001,Canada,Female,65,Yes,No
138002,Canada,Male,Refused,Yes,No
138003,Canada,Male,51,Yes,No
138004,Canada,Male,24,Yes,Yes
138005,Canada,Male,79,Yes,No
138006,Canada,Female,39,Yes,Yes
138007,Canada,Female,62,Yes,Yes
138008,Canada,Female,63,Yes,Yes
138009,Canada,Male,60,No, 
138010,Canada,Female,18,Yes,Yes
138011,Canada,Male,69,No, 
138012,Canada,Male,71,Yes,No
138013,Canada,Female,44,Yes,Yes
138014,Canada,Male,65,Yes,No
138015,Canada,Male,23,Yes,Yes
138016,Canada,Female,71,Yes,Yes
138017,Canada,Male,39,Yes,Yes
138018,Canada,Female,72,Yes,No
138019,Canada,Female,61,Yes,Yes
138020,Canada,Female,18,Yes,Yes
138021,Canada,Male,48,Yes,No
138022,Canada,Female,23,Yes,Yes
138023,Canada,Female,20,Yes,Yes
138024,Canada,Male,62,Yes,Yes
138025,Canada,Male,74,Yes,Yes
138026,Canada,Male,28,Yes,No
138027,Canada,Male,30,Yes,Yes
138028,Canada,Female,46,Yes,Yes
138029,Canada,Male,56,Yes,Yes
138030,Canada,Male,41,Yes,No
138031,Canada,Male,39,Yes,Yes
138032,Canada,Male,69,Yes,Yes
138033,Canada,Male,64,Yes,Yes
138034,Canada,Female,32,Yes,Yes
138035,Canada,Male,71,Yes,Yes
138036,Canada,Male,70,Yes,Yes
138037,Canada,Male,53,Yes,Yes
138038,Canada,Female,51,Yes,No
138039,Canada,Male,74,No, 
138040,Canada,Male,57,Yes,Yes
138041,Canada,Female,34,Yes,Yes
138042,Canada,Female,Refused,Yes,No
138043,Canada,Female,54,Yes,Yes
138044,Canada,Male,69,No, 
138045,Canada,Male,37,Yes,Yes
138046,Canada,Female,55,Yes,Yes
138047,Canada,Female,18,Yes,Yes
138048,Canada,Female,77,No, 
138049,Canada,Male,64,Yes,No
138050,Canada,Male,29,Yes,Yes
138051,Canada,Male,Refused,Yes,Yes
138052,Canada,Female,60,Yes,Yes
138053,Canada,Male,82,Yes,No
138054,Canada,Female,65,Yes,Yes
138055,Canada,Female,19,Yes,Yes
138056,Canada,Female,45,Yes,Yes
138057,Canada,Female,81,No, 
138058,Canada,Female,21,Yes,Yes
138059,Canada,Male,38,Yes,No
138060,Canada,Female,21,Yes,Yes
138061,Canada,Female,72,Yes,Yes
138062,Canada,Female,72,Yes,No
138063,Canada,Male,66,Yes,No
138064,Canada,Female,67,Yes,Yes
138065,Canada,Female,60,Yes,No
138066,Canada,Male,58,Yes,Yes
138067,Canada,Male,76,Yes,Yes
138068,Canada,Female,24,Yes,Yes
138069,Canada,Female,72,No, 
138070,Canada,Male,29,Yes,Yes
138071,Canada,Female,51,Yes,Yes
138072,Canada,Female,19,Yes,Yes
138073,Canada,Male,62,Yes,Yes
138074,Canada,Female,65,No, 
138075,Canada,Female,75,No, 
